10.42.27.40,DRWeb1,10.42.27.230,DRWeb1
10.42.27.40,DRDB1,10.42.27.231,DRDB1
10.42.27.40,DRWeb2,10.42.27.232,DRWeb2
10.42.27.40,DRDB2,10.42.27.233,DRDB2
10.42.27.40,DRWeb3,10.42.27.234,DRWeb3
10.42.27.40,DRDB3,10.42.27.235,DRDB3
10.42.27.40,DRWeb4,10.42.27.236,DRWeb4
10.42.27.40,DRDB4,10.42.27.237,DRDB4
10.42.27.40,DRWeb5,10.42.27.238,DRWeb5
10.42.27.40,DRDB5,10.42.27.239,DRDB5
10.42.27.40,DRWeb6,10.42.27.240,DRWeb6
10.42.27.40,DRDB6,10.42.27.241,DRDB6
10.42.27.40,DRWeb7,10.42.27.242,DRWeb7
10.42.27.40,DRDB7,10.42.27.243,DRDB7
10.42.27.40,DRWeb8,10.42.27.244,DRWeb8
10.42.27.40,DRDB8,10.42.27.245,DRDB8
10.42.27.40,DRWeb9,10.42.27.246,DRWeb9
10.42.27.40,DRDB9,10.42.27.247,DRDB9
10.42.27.40,DRWeb10,10.42.27.248,DRWeb10
10.42.27.40,DRDB10,10.42.27.249,DRDB10
10.42.27.40,DRWeb11,10.42.27.250,DRWeb11
10.42.27.40,DRDB11,10.42.27.251,DRDB11
10.42.27.40,DRWeb12,10.42.27.252,DRWeb12
10.42.27.40,DRDB12,10.42.27.253,DRDB12
10.42.28.40,DRWeb1,10.42.28.230,DRWeb1
10.42.28.40,DRDB1,10.42.28.231,DRDB1
10.42.28.40,DRWeb2,10.42.28.232,DRWeb2
10.42.28.40,DRDB2,10.42.28.233,DRDB2
10.42.28.40,DRWeb3,10.42.28.234,DRWeb3
10.42.28.40,DRDB3,10.42.28.235,DRDB3
10.42.28.40,DRWeb4,10.42.28.236,DRWeb4
10.42.28.40,DRDB4,10.42.28.237,DRDB4
10.42.28.40,DRWeb5,10.42.28.238,DRWeb5
10.42.28.40,DRDB5,10.42.28.239,DRDB5
10.42.28.40,DRWeb6,10.42.28.240,DRWeb6
10.42.28.40,DRDB6,10.42.28.241,DRDB6
10.42.28.40,DRWeb7,10.42.28.242,DRWeb7
10.42.28.40,DRDB7,10.42.28.243,DRDB7
10.42.28.40,DRWeb8,10.42.28.244,DRWeb8
10.42.28.40,DRDB8,10.42.28.245,DRDB8
10.42.28.40,DRWeb9,10.42.28.246,DRWeb9
10.42.28.40,DRDB9,10.42.28.247,DRDB9
10.42.28.40,DRWeb10,10.42.28.248,DRWeb10
10.42.28.40,DRDB10,10.42.28.249,DRDB10
10.42.28.40,DRWeb11,10.42.28.250,DRWeb11
10.42.28.40,DRDB11,10.42.28.251,DRDB11
10.42.28.40,DRWeb12,10.42.28.252,DRWeb12
10.42.28.40,DRDB12,10.42.28.253,DRDB12
10.42.29.40,DRWeb1,10.42.29.230,DRWeb1
10.42.29.40,DRDB1,10.42.29.231,DRDB1
10.42.29.40,DRWeb2,10.42.29.232,DRWeb2
10.42.29.40,DRDB2,10.42.29.233,DRDB2
10.42.29.40,DRWeb3,10.42.29.234,DRWeb3
